SEASON,PLAYER_NAME,TEAM_ABBREVIATION,PLAYER_ID,GP,MPG,GAMES,MIN_TOTAL,FIRST_GAME,LAST_GAME,OFFRTG_AVG,DEFRTG_AVG,NETRTG_AVG,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,sp_work_OFF_RATING,sp_work_DEF_RATING,sp_work_NET_RATING,PIE_AVG,USG_PCT_AVG
2022-23,AJ Griffin,ATL,1631100,72,19.464375,10,126.4,2022-10-23T00:00:00,2022-11-14T00:00:00,109.39596518987341,101.5621835443038,7.833781645569601,108.73037974683544,100.8887658227848,7.841613924050634,109.39596518987341,101.5621835443038,7.833781645569601,0.11565268987341773,0.18774841772151898
2022-23,Andrew Nembhard,IND,1629614,75,27.647088888888934,10,199.9,2022-10-21T00:00:00,2022-11-09T00:00:00,113.4215607803902,115.76183091545774,-2.3402701350675414,112.17843921960981,115.94362181090546,-3.765182591295641,113.4215607803902,115.76183091545774,-2.3402701350675414,0.06605952976488244,0.14160380190095048
2022-23,Bennedict Mathurin,IND,1631097,78,28.492051282051282,10,282.9,2022-10-19T00:00:00,2022-11-07T00:00:00,112.17020148462355,113.8534110993284,-1.6832096147048503,107.75648639095088,115.33092965712267,-7.574443266171784,112.17020148462355,113.8534110993284,-1.6832096147048503,0.10745139625309297,0.250147048427006
2022-23,Blake Wesley,SAS,1631104,37,18.082567567567565,10,116,2022-10-28T00:00:00,2023-02-06T00:00:00,97.84232758620689,127.31129310344826,-29.468965517241372,95.95258620689656,128.00456896551725,-32.051982758620696,97.84232758620689,127.31129310344826,-29.468965517241372,0.016147413793103447,0.1833293103448276
2022-23,Bryce McGowens,CHA,1631121,46,17.108623188405804,10,128.8,2022-10-19T00:00:00,2022-12-07T00:00:00,111.41909937888198,118.27631987577638,-6.857220496894399,112.28998447204968,115.02298136645962,-2.7329968944099363,111.41909937888198,118.27631987577638,-6.857220496894399,0.06625388198757763,0.11933695652173912
2022-23,Caleb Houstan,ORL,1631216,51,15.92529411764706,10,172.2,2022-10-19T00:00:00,2022-11-14T00:00:00,108.86277584204413,109.92787456445994,-1.0650987224158115,111.51556329849014,107.0657955865273,4.449767711962835,108.86277584204413,109.92787456445994,-1.0650987224158115,0.03944192799070848,0.092198606271777
2022-23,Christian Braun,DEN,1631128,76,15.541315789473686,10,148.5,2022-10-19T00:00:00,2022-11-07T00:00:00,111.31575757575757,117.22424242424242,-5.9084848484848465,112.67555555555555,116.33003367003366,-3.6544781144781098,111.31575757575757,117.22424242424242,-5.9084848484848465,0.057086868686868686,0.10865117845117844
2022-23,Christian Koloko,TOR,1631132,58,13.82402298850574,10,173.9,2022-10-19T00:00:00,2022-11-06T00:00:00,109.18631397354801,97.07498562392179,12.11132834962622,108.62570442783209,97.8112708453134,10.814433582518689,109.18631397354801,97.07498562392179,12.11132834962622,0.038723979298447384,0.10362277170787809
2022-23,David Roddy,MEM,1631223,70,17.978595238095284,10,203,2022-10-19T00:00:00,2022-11-06T00:00:00,108.97536945812809,116.98295566502463,-8.007586206896548,107.75423645320197,115.12541871921182,-7.371182266009853,108.97536945812809,116.98295566502463,-8.007586206896548,0.03363152709359606,0.1441950738916256
2022-23,Dominick Barlow,SAS,1631230,28,14.555892857142856,10,95.3,2022-11-02T00:00:00,2023-02-15T00:00:00,107.16726128016788,119.13231899265477,-11.965057712486896,105.23347324239245,123.60104931794335,-18.3675760755509,107.16726128016788,119.13231899265477,-11.965057712486896,0.07007240293809024,0.1494249737670514
2022-23,Dyson Daniels,NOP,1630700,59,17.66313559322034,10,143.4,2022-10-19T00:00:00,2022-11-23T00:00:00,103.01617852161785,100.41827057182705,2.5979079497907946,105.0133891213389,100.95348675034867,4.05990237099023,103.01617852161785,100.41827057182705,2.5979079497907946,0.0820041841004184,0.12344142259414224
2022-23,Jabari Smith Jr.,HOU,1631095,79,31.01957805907177,10,297.6,2022-10-19T00:00:00,2022-11-07T00:00:00,104.19180107526881,118.49875672043011,-14.306955645161295,102.40493951612902,116.4794690860215,-14.074529569892476,104.19180107526881,118.49875672043011,-14.306955645161295,0.030940524193548386,0.1794002016129032
2022-23,Jabari Walker,POR,1631133,56,11.05648809523809,10,76,2022-10-24T00:00:00,2022-11-23T00:00:00,106.74144736842106,93.12513157894738,13.616315789473688,105.04552631578947,93.57328947368421,11.47223684210526,106.74144736842106,93.12513157894738,13.616315789473688,0.1419986842105263,0.12848684210526318
2022-23,Jaden Hardy,DAL,1630702,48,14.758125,10,65.6,2022-10-22T00:00:00,2022-12-25T00:00:00,90.4408536585366,119.81905487804879,-29.378201219512192,87.96295731707318,121.97164634146343,-34.00868902439025,90.4408536585366,119.81905487804879,-29.378201219512192,-0.004021341463414635,0.2824314024390244
2022-23,Jaden Ivey,DET,1631093,74,31.139414414414457,10,317.7,2022-10-19T00:00:00,2022-11-07T00:00:00,107.60443814919736,117.29531004091912,-9.690871891721756,106.00119609694681,116.0373308152345,-10.036134718287684,107.60443814919736,117.29531004091912,-9.690871891721756,0.08614982688070508,0.2108536355051936
2022-23,Jalen Duren,DET,1631105,67,24.927537313432836,10,217.6,2022-10-19T00:00:00,2022-11-11T00:00:00,101.27775735294118,116.1375919117647,-14.859834558823522,100.80804227941178,115.22279411764706,-14.414751838235276,101.27775735294118,116.1375919117647,-14.859834558823522,0.07951011029411766,0.13856341911764705
2022-23,Jalen Williams,OKC,1631114,75,30.341222222222264,10,228.20000000000002,2022-10-19T00:00:00,2022-11-14T00:00:00,102.39294478527607,115.90639789658194,-13.513453111305864,102.20503943908851,112.93777388255916,-10.732734443470648,102.39294478527607,115.90639789658194,-13.513453111305864,0.08757800175284837,0.1486757230499562
2022-23,Jaylin Williams,OKC,1631119,49,18.656292517006793,10,118.9,2022-10-23T00:00:00,2023-01-03T00:00:00,109.59293523969723,104.80496215306981,4.787973086627417,107.68048780487804,107.10681244743482,0.5736753574432214,109.59293523969723,104.80496215306981,4.787973086627417,0.12204373423044575,0.13419428090832633
2022-23,Jeremy Sochan,SAS,1631110,56,26.030357142857145,10,225.6,2022-10-19T00:00:00,2022-11-07T00:00:00,112.61795212765958,112.92273936170213,-0.3047872340425499,111.4895390070922,112.87096631205674,-1.3814273049645323,112.61795212765958,112.92273936170213,-0.3047872340425499,0.05240381205673759,0.13049423758865247
2022-23,Johnny Davis,WAS,1631098,28,15.091964285714285,10,50.5,2022-10-25T00:00:00,2022-12-28T00:00:00,84.28435643564356,109.0849504950495,-24.800594059405938,86.0750495049505,108.05287128712871,-21.97782178217821,84.28435643564356,109.0849504950495,-24.800594059405938,0.0915049504950495,0.12186336633663365
2022-23,Keegan Murray,SAC,1631099,80,29.770916666666626,10,315.3,2022-10-22T00:00:00,2022-11-11T00:00:00,113.30371075166507,113.3870916587377,-0.08338090707263746,112.7674595623216,112.41890263241358,0.3485569299080282,113.30371075166507,113.3870916587377,-0.08338090707263746,0.06082746590548683,0.16492071043450682
2022-23,Kevon Harris,ORL,1630284,34,13.442598039215676,10,133.5,2022-10-21T00:00:00,2022-11-14T00:00:00,107.04876404494382,118.8276404494382,-11.778876404494383,105.97722846441948,114.9578277153558,-8.980599250936322,107.04876404494382,118.8276404494382,-11.778876404494383,0.03532958801498128,0.14500898876404497
2022-23,Malaki Branham,SAS,1631103,66,23.478737373737424,10,163.6,2022-10-30T00:00:00,2022-12-02T00:00:00,105.1403422982885,115.369804400978,-10.229462102689496,106.14749388753056,115.43740831295845,-9.289914425427895,105.1403422982885,115.369804400978,-10.229462102689496,0.008689486552567236,0.16506418092909536
2022-23,MarJon Beauchamp,MIL,1630699,52,13.488108974358981,10,181.1,2022-10-22T00:00:00,2022-11-14T00:00:00,103.67763666482607,104.08139149641082,-0.4037548315847488,102.62059635560465,103.6662617338487,-1.0456653782440526,103.67763666482607,104.08139149641082,-0.4037548315847488,0.0675372722252899,0.17987189398122586
2022-23,Mark Williams,CHA,1631109,43,19.255232558139536,10,132.7,2022-10-19T00:00:00,2023-01-06T00:00:00,99.99638281838735,107.65802562170309,-7.661642803315743,100.55908063300679,105.96013564431048,-5.401055011303697,99.99638281838735,107.65802562170309,-7.661642803315743,0.15799020346646572,0.18550715900527506
2022-23,Max Christie,LAL,1631108,41,12.498170731707315,10,112.1,2022-10-18T00:00:00,2022-11-30T00:00:00,106.43425512934878,105.10883140053525,1.3254237288135329,109.03800178412132,105.18679750223015,3.851204281891171,106.43425512934878,105.10883140053525,1.3254237288135329,0.08545316681534344,0.09632738626226585
2022-23,Ochai Agbaji,UTA,1630534,59,20.495028248587627,10,84.5,2022-10-19T00:00:00,2022-12-09T00:00:00,98.46260355029585,101.09005917159764,-2.6274556213017917,99.60899408284023,101.44307692307693,-1.8340828402367038,98.46260355029585,101.09005917159764,-2.6274556213017917,0.07256568047337278,0.12800236686390531
2022-23,Orlando Robinson,MIA,1631115,31,13.714516129032257,10,157.1,2022-11-18T00:00:00,2022-12-31T00:00:00,108.99751750477405,105.29649904519415,3.701018459579899,107.58911521323998,106.39051559516233,1.198599618077651,108.99751750477405,105.29649904519415,3.701018459579899,0.10189497135582432,0.14979885423297262
2022-23,Ousmane Dieng,OKC,1631172,39,14.582307692307694,10,156,2022-10-19T00:00:00,2022-11-26T00:00:00,106.16596153846153,103.84166666666667,2.324294871794862,106.8925,102.6053205128205,4.2871794871795,106.16596153846153,103.84166666666667,2.324294871794862,0.05725769230769231,0.1159397435897436
