SEASON,PLAYER_NAME,TEAM_ABBREVIATION,PLAYER_ID,GP,MIN,MPG,OFF_RATING,DEF_RATING,NET_RATING,PIE,USG_PCT,IS_ROOKIE,PLAYER_TYPE
2024,Miles McBride,NYK,1630540,64,24.9,0.3890625,116.8,109.7,7.1,0.077,0.162,FALSE,Veteran
2024,Moses Moody,GSW,1630541,74,22.3,0.3013513513513514,113.2,108.9,4.3,0.076,0.17,FALSE,Veteran
2024,Myles Turner,IND,1626167,72,30.2,0.41944444444444445,116.1,111.5,4.7,0.103,0.207,FALSE,Veteran
2024,Naji Marshall,DAL,1630230,69,27.8,0.4028985507246377,111.5,114.7,-3.2,0.105,0.197,FALSE,Veteran
2024,Naz Reid,MIN,1629675,80,27.5,0.34375,116.2,108.8,7.4,0.11,0.21,FALSE,Veteran
2024,Nic Claxton,BKN,1629651,70,26.9,0.3842857142857143,103.6,116.2,-12.6,0.115,0.166,FALSE,Veteran
2024,Nick Richards,PHX,1630208,57,22,0.38596491228070173,112.3,120.9,-8.7,0.107,0.169,FALSE,Veteran
2024,Nick Smith Jr.,CHA,1641733,60,22.8,0.38,102.1,116.4,-14.3,0.064,0.205,FALSE,Veteran
2024,Nickeil Alexander-Walker,MIN,1629638,82,25.3,0.30853658536585366,115.1,108.5,6.6,0.081,0.155,FALSE,Veteran
2024,Nikola Jokić,DEN,203999,70,36.7,0.5242857142857144,125.6,115.1,10.5,0.206,0.285,FALSE,Veteran
2024,Nikola Vučević,CHI,202696,73,31.2,0.42739726027397257,113.6,116,-2.4,0.136,0.221,FALSE,Veteran
2024,Norman Powell,LAC,1626181,60,32.6,0.5433333333333333,116.2,107.4,8.8,0.11,0.255,FALSE,Veteran
2024,OG Anunoby,NYK,1628384,74,36.6,0.4945945945945946,117.7,112.3,5.4,0.093,0.195,FALSE,Veteran
2024,Ochai Agbaji,TOR,1630534,64,27.2,0.425,106.4,112.2,-5.7,0.081,0.144,FALSE,Veteran
2024,Onyeka Okongwu,ATL,1630168,74,27.9,0.377027027027027,114.9,113.7,1.1,0.122,0.169,FALSE,Veteran
2024,P.J. Washington,DAL,1629023,57,32.2,0.5649122807017545,114.2,113.2,1.1,0.097,0.198,FALSE,Veteran
2024,Pascal Siakam,IND,1627783,78,32.7,0.41923076923076924,114.5,108.9,5.5,0.13,0.237,FALSE,Veteran
2024,Patrick Williams,CHI,1630172,63,25,0.3968253968253968,108.7,113.5,-4.8,0.062,0.165,FALSE,Veteran
2024,Payton Pritchard,BOS,1630202,80,28.4,0.355,118.4,108.9,9.5,0.116,0.186,FALSE,Veteran
2024,Peyton Watson,DEN,1631212,68,24.3,0.3573529411764706,113.9,113.9,0,0.066,0.138,FALSE,Veteran
2024,Precious Achiuwa,NYK,1630173,57,20.5,0.35964912280701755,110.2,111.4,-1.2,0.092,0.143,FALSE,Veteran
2024,Quentin Grimes,PHI,1629656,75,26.8,0.35733333333333334,111.9,118.1,-6.2,0.105,0.218,FALSE,Veteran
2024,RJ Barrett,TOR,1629628,58,32.2,0.5551724137931034,110.1,113.4,-3.4,0.121,0.281,FALSE,Veteran
2024,Royce O'Neale,PHX,1626220,75,24.5,0.32666666666666666,112.1,116.4,-4.2,0.085,0.151,FALSE,Veteran
2024,Rudy Gobert,MIN,203497,72,33.2,0.46111111111111114,114.3,107.6,6.7,0.126,0.129,FALSE,Veteran
2024,Rui Hachimura,LAL,1629060,59,31.7,0.5372881355932203,114.8,110.9,3.9,0.086,0.156,FALSE,Veteran
2024,Russell Westbrook,DEN,201566,75,27.9,0.372,115.7,116.2,-0.6,0.093,0.23,FALSE,Veteran
2024,Sam Hauser,BOS,1630573,71,21.7,0.3056338028169014,119.8,109.8,10,0.083,0.14,FALSE,Veteran
2024,Santi Aldama,MEM,1630583,65,25.5,0.3923076923076923,116.1,112.6,3.5,0.121,0.179,FALSE,Veteran
2024,Scoot Henderson,POR,1630703,66,26.7,0.40454545454545454,112.5,113.7,-1.3,0.084,0.22,FALSE,Veteran
2024,Scottie Barnes,TOR,1630567,65,32.8,0.5046153846153846,107.4,110.1,-2.7,0.139,0.262,FALSE,Veteran
2024,Scotty Pippen Jr.,MEM,1630590,79,21.3,0.26962025316455696,111,109.7,1.3,0.106,0.188,FALSE,Veteran
2024,Shaedon Sharpe,POR,1631101,72,31.3,0.43472222222222223,111.4,114.4,-3,0.102,0.25,FALSE,Veteran
2024,Shai Gilgeous-Alexander,OKC,1628983,76,34.2,0.45,122.4,105.7,16.7,0.199,0.336,FALSE,Veteran
2024,Spencer Dinwiddie,DAL,203915,79,27,0.34177215189873417,110.1,115.1,-5,0.089,0.175,FALSE,Veteran
2024,Stephen Curry,GSW,201939,70,32.2,0.46,118.4,112.7,5.7,0.145,0.286,FALSE,Veteran
2024,Stephon Castle,SAS,1642264,81,26.7,0.3296296296296296,111.8,116.6,-4.7,0.087,0.253,TRUE,Rookie
2024,Tari Eason,HOU,1631106,57,24.9,0.43684210526315786,114.8,109.2,5.6,0.117,0.185,FALSE,Veteran
2024,Taurean Prince,MIL,1627752,80,27.1,0.33875,114,114.5,-0.4,0.064,0.123,FALSE,Veteran
2024,Terance Mann,ATL,1629611,67,21.1,0.3149253731343284,112.9,115.2,-2.3,0.074,0.145,FALSE,Veteran
2024,Terry Rozier,MIA,1626179,64,25.9,0.4046875,107.3,112.3,-4.9,0.078,0.195,FALSE,Veteran
2024,Tidjane Salaün,CHA,1642275,60,20.7,0.345,99.4,111.2,-11.9,0.065,0.15,TRUE,Rookie
2024,Tim Hardaway Jr.,DET,203501,77,28,0.36363636363636365,113.8,114.2,-0.5,0.066,0.151,FALSE,Veteran
2024,Tobias Harris,DET,202699,73,31.6,0.4328767123287671,114.7,110.8,3.9,0.1,0.173,FALSE,Veteran
2024,Toumani Camara,POR,1641739,78,32.7,0.41923076923076924,111.5,113.3,-1.8,0.076,0.143,FALSE,Veteran
2024,Trae Young,ATL,1629027,76,36,0.47368421052631576,115.2,114.6,0.6,0.129,0.285,FALSE,Veteran
2024,Trey Murphy III,NOP,1630530,53,35,0.660377358490566,109,118.7,-9.7,0.11,0.229,FALSE,Veteran
2024,Tristan da Silva,ORL,1641783,74,22,0.2972972972972973,106.1,110.3,-4.2,0.074,0.149,TRUE,Rookie
2024,Tyler Herro,MIA,1629639,77,35.4,0.4597402597402597,113.9,112.6,1.3,0.139,0.271,FALSE,Veteran
2024,Tyrese Haliburton,IND,1630169,73,33.6,0.4602739726027397,117.7,114.2,3.5,0.143,0.21,FALSE,Veteran
2024,Tyrese Martin,BKN,1631213,60,21.9,0.365,103.2,113.4,-10.2,0.084,0.179,FALSE,Veteran
2024,Tyrese Maxey,PHI,1630178,52,37.7,0.7250000000000001,113.8,117.4,-3.5,0.127,0.293,FALSE,Veteran
2024,Tyus Jones,PHX,1626145,81,26.8,0.3308641975308642,113.6,116.1,-2.5,0.099,0.16,FALSE,Veteran
2024,Vít Krejčí,ATL,1630249,57,20.2,0.3543859649122807,109.7,111.6,-1.9,0.086,0.131,FALSE,Veteran
2024,Walker Kessler,UTA,1631117,58,30,0.5172413793103449,109.2,118.3,-9.1,0.127,0.133,FALSE,Veteran
2024,Wendell Carter Jr.,ORL,1628976,68,25.9,0.38088235294117645,107.8,107.8,0,0.099,0.159,FALSE,Veteran
2024,Yves Missi,NOP,1642274,73,26.8,0.36712328767123287,107.8,120.5,-12.7,0.09,0.141,TRUE,Rookie
2024,Zaccharie Risacher,ATL,1642258,75,24.6,0.328,112.3,115,-2.7,0.071,0.203,TRUE,Rookie
2024,Zach Edey,MEM,1641744,66,21.5,0.32575757575757575,116.8,111.5,5.3,0.111,0.156,TRUE,Rookie
2024,Zach LaVine,SAC,203897,74,35.2,0.4756756756756757,115.4,116.8,-1.4,0.115,0.251,FALSE,Veteran
2024,Ziaire Williams,BKN,1630533,63,24.5,0.3888888888888889,106.5,116.2,-9.7,0.081,0.179,FALSE,Veteran
