SEASON,PLAYER_NAME,TEAM_ABBREVIATION,PLAYER_ID,GP,MIN,OFF_RATING,DEF_RATING,NET_RATING,PIE,USG_PCT,IS_ROOKIE,IS_TOP10_PICK,PLAYER_TYPE
2025,Norman Powell,MIA,1626181,8,31,118,110.2,7.8,0.132,0.27,FALSE,FALSE,Veteran
2025,OG Anunoby,NYK,1628384,9,33.2,123.3,105.8,17.5,0.118,0.199,FALSE,FALSE,Veteran
2025,Ochai Agbaji,TOR,1630534,9,13.9,112.6,107.6,5,0.029,0.101,FALSE,FALSE,Veteran
2025,Onyeka Okongwu,ATL,1630168,11,28.9,108.8,107.1,1.6,0.107,0.182,FALSE,FALSE,Veteran
2025,Oso Ighodaro,PHX,1642345,11,16.1,103.7,113.7,-9.9,0.032,0.131,FALSE,FALSE,Veteran
2025,Ousmane Dieng,OKC,1631172,8,10.1,99.4,101.7,-2.3,0.028,0.115,FALSE,FALSE,Veteran
2025,P.J. Washington,DAL,1629023,11,32.8,100.5,109.4,-8.9,0.102,0.214,FALSE,FALSE,Veteran
2025,Paolo Banchero,ORL,1631094,11,34.7,115.1,113.3,1.8,0.15,0.273,FALSE,FALSE,Veteran
2025,Pascal Siakam,IND,1627783,9,35.4,105.5,113.2,-7.7,0.133,0.296,FALSE,FALSE,Veteran
2025,Pat Spencer,GSW,1630311,7,11.8,100.6,116.5,-15.9,0.079,0.19,FALSE,FALSE,Veteran
2025,Patrick Williams,CHI,1630172,10,22.9,114.7,111.9,2.8,0.07,0.138,FALSE,FALSE,Veteran
2025,Payton Pritchard,BOS,1630202,11,32,117.2,110.6,6.6,0.104,0.205,FALSE,FALSE,Veteran
2025,Pelle Larsson,MIA,1641796,11,20.7,117.1,121.2,-4.1,0.088,0.161,FALSE,FALSE,Veteran
2025,Peyton Watson,DEN,1631212,9,21.2,128.6,114.1,14.5,0.083,0.138,FALSE,FALSE,Veteran
2025,Quentin Grimes,PHI,1629656,10,31,118.1,111.9,6.2,0.108,0.215,FALSE,FALSE,Veteran
2025,Quenton Jackson,IND,1631245,5,20.1,112.9,101.4,11.5,0.149,0.193,FALSE,FALSE,Veteran
2025,Quinten Post,GSW,1642366,11,16,120.1,100.5,19.5,0.106,0.156,FALSE,FALSE,Veteran
2025,RJ Barrett,TOR,1629628,10,32.6,115.9,116.5,-0.7,0.119,0.225,FALSE,FALSE,Veteran
2025,RayJ Dennis,IND,1642484,9,17,92.9,114.8,-21.9,0.04,0.199,FALSE,FALSE,Veteran
2025,Reed Sheppard,HOU,1642263,9,21.8,116.6,111.7,4.9,0.107,0.186,FALSE,FALSE,Veteran
2025,Rob Dillingham,MIN,1642265,9,11.9,105.6,117.6,-12,0.065,0.234,FALSE,FALSE,Veteran
2025,Robert Williams III,POR,1629057,5,10.3,110.1,127.9,-17.8,0.121,0.087,FALSE,FALSE,Veteran
2025,Ronald Holland II,DET,1641842,11,23.3,109.4,109,0.4,0.07,0.181,FALSE,FALSE,Veteran
2025,Royce O'Neale,PHX,1626220,11,30.7,114.4,114.8,-0.4,0.095,0.151,FALSE,FALSE,Veteran
2025,Rudy Gobert,MIN,203497,11,32,117.8,105.7,12,0.116,0.116,FALSE,FALSE,Veteran
2025,Rui Hachimura,LAL,1629060,11,34.7,117.4,116.7,0.7,0.084,0.158,FALSE,FALSE,Veteran
2025,Russell Westbrook,SAC,201566,10,28,111.9,118.7,-6.8,0.118,0.23,FALSE,FALSE,Veteran
2025,Ryan Dunn,PHX,1642346,11,24.4,116.2,110.2,6,0.092,0.154,FALSE,FALSE,Veteran
2025,Ryan Kalkbrenner,CHA,1641750,10,26.6,113.1,114.7,-1.7,0.095,0.117,TRUE,FALSE,Other Rookie
2025,Ryan Rollins,MIL,1631157,11,31.1,118.4,114.5,3.9,0.118,0.211,FALSE,FALSE,Veteran
2025,Saddiq Bey,NOP,1630180,10,25.7,107.4,120.4,-13,0.092,0.169,FALSE,FALSE,Veteran
2025,Sam Hauser,BOS,1630573,11,22.7,114,114.8,-0.8,0.062,0.147,FALSE,FALSE,Veteran
2025,Sam Merrill,CLE,1630241,8,26,123.2,112.2,11,0.087,0.166,FALSE,FALSE,Veteran
2025,Sandro Mamukelashvili,TOR,1630572,10,17.8,114.1,100.8,13.3,0.123,0.164,FALSE,FALSE,Veteran
2025,Santi Aldama,MEM,1630583,11,25.4,109.5,116.3,-6.8,0.103,0.203,FALSE,FALSE,Veteran
2025,Scottie Barnes,TOR,1630567,10,32.5,117.6,117.2,0.4,0.128,0.238,FALSE,FALSE,Veteran
2025,Shaedon Sharpe,POR,1631101,10,27.1,114.3,106.1,8.3,0.101,0.305,FALSE,FALSE,Veteran
2025,Shai Gilgeous-Alexander,OKC,1628983,11,34.8,121.7,107.5,14.3,0.211,0.333,FALSE,FALSE,Veteran
2025,Sidy Cissoko,POR,1631321,5,10,116.2,123.4,-7.2,0.034,0.074,FALSE,FALSE,Veteran
2025,Simone Fontecchio,MIA,1631323,11,19.3,114.8,107.8,7,0.095,0.179,FALSE,FALSE,Veteran
2025,Sion James,CHA,1642883,10,25.2,112.9,114.2,-1.3,0.079,0.107,TRUE,FALSE,Other Rookie
2025,Stephen Curry,GSW,201939,8,31.1,118.1,115.2,3,0.145,0.316,FALSE,FALSE,Veteran
2025,Stephon Castle,SAS,1642264,10,33.3,114.3,104.7,9.6,0.127,0.257,FALSE,FALSE,Veteran
2025,Steven Adams,HOU,203500,8,22.2,116.9,106.5,10.4,0.126,0.108,FALSE,FALSE,Veteran
2025,Svi Mykhailiuk,UTA,1629004,10,27.2,106.3,109.7,-3.4,0.07,0.124,FALSE,FALSE,Veteran
2025,Tari Eason,HOU,1631106,9,24.9,114.3,107.2,7,0.11,0.169,FALSE,FALSE,Veteran
2025,Taurean Prince,MIL,1627752,8,21.1,113.6,109.4,4.1,0.042,0.108,FALSE,FALSE,Veteran
2025,Taylor Hendricks,UTA,1641707,9,16.5,100.6,112.4,-11.8,0.07,0.123,FALSE,FALSE,Veteran
2025,Terance Mann,BKN,1629611,10,26.3,113.9,128.1,-14.3,0.072,0.141,FALSE,FALSE,Veteran
2025,Terrence Shannon Jr.,MIN,1630545,7,16.5,101.6,121.3,-19.7,0.038,0.128,FALSE,FALSE,Veteran
2025,Tidjane Salaün,CHA,1642275,7,11.9,129.4,115.7,13.8,0.068,0.117,FALSE,FALSE,Veteran
2025,Tim Hardaway Jr.,DEN,203501,9,22.9,124.6,107.8,16.8,0.083,0.163,FALSE,FALSE,Veteran
2025,Tobias Harris,DET,202699,6,32.2,112.9,113,-0.1,0.087,0.172,FALSE,FALSE,Veteran
2025,Tony Bradley,IND,1628396,10,13.1,95.7,112,-16.4,0.105,0.128,FALSE,FALSE,Veteran
2025,Toumani Camara,POR,1641739,10,33.7,113.2,111.9,1.4,0.059,0.158,FALSE,FALSE,Veteran
2025,Trae Young,ATL,1629027,5,27.8,114,123.2,-9.2,0.111,0.276,FALSE,FALSE,Veteran
2025,Trayce Jackson-Davis,GSW,1631218,7,10.6,105.6,113.3,-7.7,0.097,0.139,FALSE,FALSE,Veteran
2025,Tre Johnson,WAS,1642848,11,25.7,109.2,118.3,-9.1,0.065,0.193,TRUE,FALSE,Other Rookie
2025,Tre Jones,CHI,1630200,10,29.8,107.1,114.8,-7.6,0.121,0.172,FALSE,FALSE,Veteran
2025,Tre Mann,CHA,1630544,10,22,114.1,120.8,-6.6,0.059,0.251,FALSE,FALSE,Veteran
2025,Trendon Watford,PHI,1630570,7,22.6,120,108.3,11.7,0.126,0.15,FALSE,FALSE,Veteran
2025,Trey Murphy III,NOP,1630530,10,35.5,105.3,119.1,-13.8,0.115,0.196,FALSE,FALSE,Veteran
2025,Tristan da Silva,ORL,1641783,11,20.9,116.7,106.8,9.9,0.113,0.188,FALSE,FALSE,Veteran
2025,Tyrese Martin,BKN,1631213,10,21.1,107.8,118.8,-11,0.067,0.172,FALSE,FALSE,Veteran
2025,Tyrese Maxey,PHI,1630178,10,41.1,121.1,114.7,6.5,0.166,0.292,FALSE,FALSE,Veteran
2025,Tyrese Proctor,CLE,1642878,9,11.6,96.8,121.6,-24.8,0.056,0.181,TRUE,FALSE,Other Rookie
2025,Tyus Jones,ORL,1626145,11,12.4,98.6,117.4,-18.7,0.027,0.092,FALSE,FALSE,Veteran
2025,VJ Edgecombe,PHI,1642845,10,37.6,119.4,114.8,4.6,0.081,0.188,TRUE,FALSE,Other Rookie
2025,Victor Wembanyama,SAS,1641705,10,34.1,114.4,103.1,11.3,0.204,0.298,FALSE,FALSE,Veteran
2025,Vince Williams Jr.,MEM,1631246,6,16.3,107.1,112.7,-5.6,0.074,0.176,FALSE,FALSE,Veteran
2025,Vít Krejčí,ATL,1630249,7,19.4,101.1,102.2,-1.1,0.116,0.177,FALSE,FALSE,Veteran
2025,Walker Kessler,UTA,1631117,5,30.8,118.8,114,4.8,0.138,0.167,FALSE,FALSE,Veteran
2025,Walter Clayton Jr.,UTA,1642383,10,16.5,107.4,116.5,-9.2,0.081,0.155,TRUE,FALSE,Other Rookie
2025,Wendell Carter Jr.,ORL,1628976,11,28.9,112.6,110.9,1.6,0.094,0.167,FALSE,FALSE,Veteran
2025,Will Richard,GSW,1642954,9,17.3,103.8,116,-12.2,0.132,0.169,TRUE,FALSE,Other Rookie
2025,Yves Missi,NOP,1642274,5,23.2,114.3,123.9,-9.5,0.077,0.129,FALSE,FALSE,Veteran
2025,Zaccharie Risacher,ATL,1642258,9,25.5,116.9,110.4,6.5,0.071,0.201,FALSE,FALSE,Veteran
2025,Zach LaVine,SAC,203897,9,35.2,109.3,125,-15.7,0.112,0.241,FALSE,FALSE,Veteran
2025,Ziaire Williams,BKN,1630533,8,21,97.8,118.1,-20.3,0.075,0.171,FALSE,FALSE,Veteran
2025,Zion Williamson,NOP,1629627,5,31.5,108.9,117.9,-9,0.129,0.311,FALSE,FALSE,Veteran
